"Town","FIPS","Year","Year Submitted","Town Profile Year","Entry","Rank","Variable","Measure Type","Value"
"Enfield","0900325990",2014,2015,2017,"Centro Enfield LLC",3,"Grand List Value","Number",34987700
"Enfield","0900325990",2014,2015,2017,"Connecticut Light & Power",4,"Grand List Value","Number",32821655
"Enfield","0900325990",2014,2015,2017,"Hallmark Cards",5,"Grand List Value","Number",26316607
"Enfield","0900325990",2014,2015,2017,"Galieleo Freshwater/Stateline",6,"Grand List Value","Number",22393440
"Enfield","0900325990",2014,2015,2017,"Brooks Brothers Group Inc",7,"Grand List Value","Number",22365672
"Enfield","0900325990",2014,2015,2017,"Paramount Commons at Enfield LLC",8,"Grand List Value","Number",21856350
"Enfield","0900325990",2014,2015,2017,"Eppendorf Inc",9,"Grand List Value","Number",18276254
"Enfield","0900325990",2014,2015,2017,"Equity One (Northeast Protfolio) Inc",10,"Grand List Value","Number",18099250
"Enfield","0900325990",2014,2015,2016,"Massachusetts Mutual",1,"Percent of Net Grand List","Percent",1.59
"Enfield","0900325990",2014,2015,2016,"NIP Owner LLC",2,"Percent of Net Grand List","Percent",1.28
"Enfield","0900325990",2014,2015,2016,"Centro Enfield LLC",3,"Percent of Net Grand List","Percent",1.21
"Enfield","0900325990",2014,2015,2016,"Connecticut Light & Power",4,"Percent of Net Grand List","Percent",1.14
"Enfield","0900325990",2014,2015,2016,"Hallmark Cards",5,"Percent of Net Grand List","Percent",0.91
"Enfield","0900325990",2014,2015,2016,"Galieleo Freshwater/Stateline",6,"Percent of Net Grand List","Percent",0.78
"Enfield","0900325990",2014,2015,2016,"Brooks Brothers Group Inc",7,"Percent of Net Grand List","Percent",0.78
"Enfield","0900325990",2014,2015,2016,"Paramount Commons at Enfield LLC",8,"Percent of Net Grand List","Percent",0.76
"Enfield","0900325990",2014,2015,2016,"Eppendorf Inc",9,"Percent of Net Grand List","Percent",0.63
"Enfield","0900325990",2014,2015,2016,"Equity One (Northeast Protfolio) Inc",10,"Percent of Net Grand List","Percent",0.63
"Enfield","0900325990",2014,2015,2017,"Massachusetts Mutual",1,"Percent of Net Grand List","Percent",1.59
"Enfield","0900325990",2014,2015,2017,"NIP Owner LLC",2,"Percent of Net Grand List","Percent",1.28
"Enfield","0900325990",2014,2015,2017,"Centro Enfield LLC",3,"Percent of Net Grand List","Percent",1.21
"Enfield","0900325990",2014,2015,2017,"Connecticut Light & Power",4,"Percent of Net Grand List","Percent",1.14
"Enfield","0900325990",2014,2015,2017,"Hallmark Cards",5,"Percent of Net Grand List","Percent",0.91
"Enfield","0900325990",2014,2015,2017,"Galieleo Freshwater/Stateline",6,"Percent of Net Grand List","Percent",0.78
"Enfield","0900325990",2014,2015,2017,"Brooks Brothers Group Inc",7,"Percent of Net Grand List","Percent",0.78
"Enfield","0900325990",2014,2015,2017,"Paramount Commons at Enfield LLC",8,"Percent of Net Grand List","Percent",0.76
"Enfield","0900325990",2014,2015,2017,"Eppendorf Inc",9,"Percent of Net Grand List","Percent",0.63
"Enfield","0900325990",2014,2015,2017,"Equity One (Northeast Protfolio) Inc",10,"Percent of Net Grand List","Percent",0.63
"Enfield","0900325990",2014,2015,2016,"Massachusetts Mutual",1,"Percent of Top 10 Total Grand List","Percent",16.42
"Enfield","0900325990",2014,2015,2016,"NIP Owner LLC",2,"Percent of Top 10 Total Grand List","Percent",13.17
"Enfield","0900325990",2014,2015,2016,"Centro Enfield LLC",3,"Percent of Top 10 Total Grand List","Percent",12.5
"Enfield","0900325990",2014,2015,2016,"Connecticut Light & Power",4,"Percent of Top 10 Total Grand List","Percent",11.72
"Enfield","0900325990",2014,2015,2016,"Hallmark Cards",5,"Percent of Top 10 Total Grand List","Percent",9.4
"Enfield","0900325990",2014,2015,2016,"Galieleo Freshwater/Stateline",6,"Percent of Top 10 Total Grand List","Percent",8
"Enfield","0900325990",2014,2015,2016,"Brooks Brothers Group Inc",7,"Percent of Top 10 Total Grand List","Percent",7.99
"Enfield","0900325990",2014,2015,2016,"Paramount Commons at Enfield LLC",8,"Percent of Top 10 Total Grand List","Percent",7.81
"Enfield","0900325990",2014,2015,2016,"Eppendorf Inc",9,"Percent of Top 10 Total Grand List","Percent",6.53
"Enfield","0900325990",2014,2015,2016,"Equity One (Northeast Protfolio) Inc",10,"Percent of Top 10 Total Grand List","Percent",6.47
"Enfield","0900325990",2014,2015,2017,"Massachusetts Mutual",1,"Percent of Top 10 Total Grand List","Percent",16.42
"Enfield","0900325990",2014,2015,2017,"NIP Owner LLC",2,"Percent of Top 10 Total Grand List","Percent",13.17
"Enfield","0900325990",2014,2015,2017,"Centro Enfield LLC",3,"Percent of Top 10 Total Grand List","Percent",12.5
"Enfield","0900325990",2014,2015,2017,"Connecticut Light & Power",4,"Percent of Top 10 Total Grand List","Percent",11.72
"Enfield","0900325990",2014,2015,2017,"Hallmark Cards",5,"Percent of Top 10 Total Grand List","Percent",9.4
"Enfield","0900325990",2014,2015,2017,"Galieleo Freshwater/Stateline",6,"Percent of Top 10 Total Grand List","Percent",8
"Enfield","0900325990",2014,2015,2017,"Brooks Brothers Group Inc",7,"Percent of Top 10 Total Grand List","Percent",7.99
"Enfield","0900325990",2014,2015,2017,"Paramount Commons at Enfield LLC",8,"Percent of Top 10 Total Grand List","Percent",7.81
"Enfield","0900325990",2014,2015,2017,"Eppendorf Inc",9,"Percent of Top 10 Total Grand List","Percent",6.53
"Enfield","0900325990",2014,2015,2017,"Equity One (Northeast Protfolio) Inc",10,"Percent of Top 10 Total Grand List","Percent",6.47
"Enfield","0900325990",2014,2015,2016,"Massachusetts Mutual",1,"Percent of Total Grand List","Percent",1.57
"Enfield","0900325990",2014,2015,2016,"NIP Owner LLC",2,"Percent of Total Grand List","Percent",1.26
"Enfield","0900325990",2014,2015,2016,"Centro Enfield LLC",3,"Percent of Total Grand List","Percent",1.2
"Enfield","0900325990",2014,2015,2016,"Connecticut Light & Power",4,"Percent of Total Grand List","Percent",1.12
"Enfield","0900325990",2014,2015,2016,"Hallmark Cards",5,"Percent of Total Grand List","Percent",0.9
"Enfield","0900325990",2014,2015,2016,"Galieleo Freshwater/Stateline",6,"Percent of Total Grand List","Percent",0.77
"Enfield","0900325990",2014,2015,2016,"Brooks Brothers Group Inc",7,"Percent of Total Grand List","Percent",0.76
"Enfield","0900325990",2014,2015,2016,"Paramount Commons at Enfield LLC",8,"Percent of Total Grand List","Percent",0.75
"Enfield","0900325990",2014,2015,2016,"Eppendorf Inc",9,"Percent of Total Grand List","Percent",0.62
"Enfield","0900325990",2014,2015,2016,"Equity One (Northeast Protfolio) Inc",10,"Percent of Total Grand List","Percent",0.62
"Enfield","0900325990",2014,2015,2017,"Massachusetts Mutual",1,"Percent of Total Grand List","Percent",1.57
"Enfield","0900325990",2014,2015,2017,"NIP Owner LLC",2,"Percent of Total Grand List","Percent",1.26
"Enfield","0900325990",2014,2015,2017,"Centro Enfield LLC",3,"Percent of Total Grand List","Percent",1.2
"Enfield","0900325990",2014,2015,2017,"Connecticut Light & Power",4,"Percent of Total Grand List","Percent",1.12
"Enfield","0900325990",2014,2015,2017,"Hallmark Cards",5,"Percent of Total Grand List","Percent",0.9
"Enfield","0900325990",2014,2015,2017,"Galieleo Freshwater/Stateline",6,"Percent of Total Grand List","Percent",0.77
"Enfield","0900325990",2014,2015,2017,"Brooks Brothers Group Inc",7,"Percent of Total Grand List","Percent",0.76
"Enfield","0900325990",2014,2015,2017,"Paramount Commons at Enfield LLC",8,"Percent of Total Grand List","Percent",0.75
"Enfield","0900325990",2014,2015,2017,"Eppendorf Inc",9,"Percent of Total Grand List","Percent",0.62
"Enfield","0900325990",2014,2015,2017,"Equity One (Northeast Protfolio) Inc",10,"Percent of Total Grand List","Percent",0.62
"Essex","0900726270",2014,2015,2016,"Essex Meadows Properties",1,"Grand List Value","Number",22875400
"Essex","0900726270",2014,2015,2016,"Lee Company",2,"Grand List Value","Number",7405030
"Essex","0900726270",2014,2015,2016,"Connecticut Light & Power Co.",3,"Grand List Value","Number",6875610
"Essex","0900726270",2014,2015,2016,"SKR Partners",4,"Grand List Value","Number",4237000
"Essex","0900726270",2014,2015,2016,"River Properties Inc",5,"Grand List Value","Number",3597210
"Essex","0900726270",2014,2015,2016,"Griswold Inn LLC",6,"Grand List Value","Number",3369800
"Essex","0900726270",2014,2015,2016,"Essex Savings Bank",7,"Grand List Value","Number",3324710
"Essex","0900726270",2014,2015,2016,"Cline Stephen R Successor Trustee of the",8,"Grand List Value","Number",3319200
"Essex","0900726270",2014,2015,2016,"MacBeth Ventures LLC",9,"Grand List Value","Number",2759500
"Essex","0900726270",2014,2015,2016,"Clark Herbert T III",10,"Grand List Value","Number",2741560
"Essex","0900726270",2014,2015,2017,"Essex Meadows Properties",1,"Grand List Value","Number",22875400
"Essex","0900726270",2014,2015,2017,"Lee Company",2,"Grand List Value","Number",7405030
"Essex","0900726270",2014,2015,2017,"Connecticut Light & Power Co.",3,"Grand List Value","Number",6875610
"Essex","0900726270",2014,2015,2017,"SKR Partners",4,"Grand List Value","Number",4237000
"Essex","0900726270",2014,2015,2017,"River Properties Inc",5,"Grand List Value","Number",3597210
"Essex","0900726270",2014,2015,2017,"Griswold Inn LLC",6,"Grand List Value","Number",3369800
"Essex","0900726270",2014,2015,2017,"Essex Savings Bank",7,"Grand List Value","Number",3324710
"Essex","0900726270",2014,2015,2017,"Cline Stephen R Successor Trustee of the",8,"Grand List Value","Number",3319200
"Essex","0900726270",2014,2015,2017,"MacBeth Ventures LLC",9,"Grand List Value","Number",2759500
"Essex","0900726270",2014,2015,2017,"Clark Herbert T III",10,"Grand List Value","Number",2741560
"Essex","0900726270",2014,2015,2016,"Essex Meadows Properties",1,"Percent of Net Grand List","Percent",2.21
"Essex","0900726270",2014,2015,2016,"Lee Company",2,"Percent of Net Grand List","Percent",0.72
"Essex","0900726270",2014,2015,2016,"Connecticut Light & Power Co.",3,"Percent of Net Grand List","Percent",0.67
"Essex","0900726270",2014,2015,2016,"SKR Partners",4,"Percent of Net Grand List","Percent",0.41
"Essex","0900726270",2014,2015,2016,"River Properties Inc",5,"Percent of Net Grand List","Percent",0.35
"Essex","0900726270",2014,2015,2016,"Griswold Inn LLC",6,"Percent of Net Grand List","Percent",0.33
"Essex","0900726270",2014,2015,2016,"Essex Savings Bank",7,"Percent of Net Grand List","Percent",0.32
"Essex","0900726270",2014,2015,2016,"Cline Stephen R Successor Trustee of the",8,"Percent of Net Grand List","Percent",0.32
"Essex","0900726270",2014,2015,2016,"MacBeth Ventures LLC",9,"Percent of Net Grand List","Percent",0.27
"Essex","0900726270",2014,2015,2016,"Clark Herbert T III",10,"Percent of Net Grand List","Percent",0.27
"Essex","0900726270",2014,2015,2017,"Essex Meadows Properties",1,"Percent of Net Grand List","Percent",2.21
"Essex","0900726270",2014,2015,2017,"Lee Company",2,"Percent of Net Grand List","Percent",0.72
"Essex","0900726270",2014,2015,2017,"Connecticut Light & Power Co.",3,"Percent of Net Grand List","Percent",0.67
"Essex","0900726270",2014,2015,2017,"SKR Partners",4,"Percent of Net Grand List","Percent",0.41
"Essex","0900726270",2014,2015,2017,"River Properties Inc",5,"Percent of Net Grand List","Percent",0.35
"Essex","0900726270",2014,2015,2017,"Griswold Inn LLC",6,"Percent of Net Grand List","Percent",0.33
"Essex","0900726270",2014,2015,2017,"Essex Savings Bank",7,"Percent of Net Grand List","Percent",0.32
"Essex","0900726270",2014,2015,2017,"Cline Stephen R Successor Trustee of the",8,"Percent of Net Grand List","Percent",0.32
"Essex","0900726270",2014,2015,2017,"MacBeth Ventures LLC",9,"Percent of Net Grand List","Percent",0.27
"Essex","0900726270",2014,2015,2017,"Clark Herbert T III",10,"Percent of Net Grand List","Percent",0.27
"Essex","0900726270",2014,2015,2016,"Essex Meadows Properties",1,"Percent of Top 10 Total Grand List","Percent",37.81
"Essex","0900726270",2014,2015,2016,"Lee Company",2,"Percent of Top 10 Total Grand List","Percent",12.24
"Essex","0900726270",2014,2015,2016,"Connecticut Light & Power Co.",3,"Percent of Top 10 Total Grand List","Percent",11.36
"Essex","0900726270",2014,2015,2016,"SKR Partners",4,"Percent of Top 10 Total Grand List","Percent",7
"Essex","0900726270",2014,2015,2016,"River Properties Inc",5,"Percent of Top 10 Total Grand List","Percent",5.95
"Essex","0900726270",2014,2015,2016,"Griswold Inn LLC",6,"Percent of Top 10 Total Grand List","Percent",5.57
"Essex","0900726270",2014,2015,2016,"Essex Savings Bank",7,"Percent of Top 10 Total Grand List","Percent",5.49
"Essex","0900726270",2014,2015,2016,"Cline Stephen R Successor Trustee of the",8,"Percent of Top 10 Total Grand List","Percent",5.49
"Essex","0900726270",2014,2015,2016,"MacBeth Ventures LLC",9,"Percent of Top 10 Total Grand List","Percent",4.56
"Essex","0900726270",2014,2015,2016,"Clark Herbert T III",10,"Percent of Top 10 Total Grand List","Percent",4.53
"Essex","0900726270",2014,2015,2017,"Essex Meadows Properties",1,"Percent of Top 10 Total Grand List","Percent",37.81
"Essex","0900726270",2014,2015,2017,"Lee Company",2,"Percent of Top 10 Total Grand List","Percent",12.24
"Essex","0900726270",2014,2015,2017,"Connecticut Light & Power Co.",3,"Percent of Top 10 Total Grand List","Percent",11.36
"Essex","0900726270",2014,2015,2017,"SKR Partners",4,"Percent of Top 10 Total Grand List","Percent",7
"Essex","0900726270",2014,2015,2017,"River Properties Inc",5,"Percent of Top 10 Total Grand List","Percent",5.95
"Essex","0900726270",2014,2015,2017,"Griswold Inn LLC",6,"Percent of Top 10 Total Grand List","Percent",5.57
"Essex","0900726270",2014,2015,2017,"Essex Savings Bank",7,"Percent of Top 10 Total Grand List","Percent",5.49
"Essex","0900726270",2014,2015,2017,"Cline Stephen R Successor Trustee of the",8,"Percent of Top 10 Total Grand List","Percent",5.49
"Essex","0900726270",2014,2015,2017,"MacBeth Ventures LLC",9,"Percent of Top 10 Total Grand List","Percent",4.56
"Essex","0900726270",2014,2015,2017,"Clark Herbert T III",10,"Percent of Top 10 Total Grand List","Percent",4.53
"Essex","0900726270",2014,2015,2016,"Essex Meadows Properties",1,"Percent of Total Grand List","Percent",2.18
"Essex","0900726270",2014,2015,2016,"Lee Company",2,"Percent of Total Grand List","Percent",0.71
"Essex","0900726270",2014,2015,2016,"Connecticut Light & Power Co.",3,"Percent of Total Grand List","Percent",0.66
"Essex","0900726270",2014,2015,2016,"SKR Partners",4,"Percent of Total Grand List","Percent",0.4
"Essex","0900726270",2014,2015,2016,"River Properties Inc",5,"Percent of Total Grand List","Percent",0.34
"Essex","0900726270",2014,2015,2016,"Griswold Inn LLC",6,"Percent of Total Grand List","Percent",0.32
"Essex","0900726270",2014,2015,2016,"Essex Savings Bank",7,"Percent of Total Grand List","Percent",0.32
"Essex","0900726270",2014,2015,2016,"Cline Stephen R Successor Trustee of the",8,"Percent of Total Grand List","Percent",0.32
"Essex","0900726270",2014,2015,2016,"MacBeth Ventures LLC",9,"Percent of Total Grand List","Percent",0.26
"Essex","0900726270",2014,2015,2016,"Clark Herbert T III",10,"Percent of Total Grand List","Percent",0.26
"Essex","0900726270",2014,2015,2017,"Essex Meadows Properties",1,"Percent of Total Grand List","Percent",2.18
"Essex","0900726270",2014,2015,2017,"Lee Company",2,"Percent of Total Grand List","Percent",0.71
"Essex","0900726270",2014,2015,2017,"Connecticut Light & Power Co.",3,"Percent of Total Grand List","Percent",0.66
"Essex","0900726270",2014,2015,2017,"SKR Partners",4,"Percent of Total Grand List","Percent",0.4
"Essex","0900726270",2014,2015,2017,"River Properties Inc",5,"Percent of Total Grand List","Percent",0.34
"Essex","0900726270",2014,2015,2017,"Griswold Inn LLC",6,"Percent of Total Grand List","Percent",0.32
"Essex","0900726270",2014,2015,2017,"Essex Savings Bank",7,"Percent of Total Grand List","Percent",0.32
"Essex","0900726270",2014,2015,2017,"Cline Stephen R Successor Trustee of the",8,"Percent of Total Grand List","Percent",0.32
"Essex","0900726270",2014,2015,2017,"MacBeth Ventures LLC",9,"Percent of Total Grand List","Percent",0.26
"Essex","0900726270",2014,2015,2017,"Clark Herbert T III",10,"Percent of Total Grand List","Percent",0.26
"Fairfield","0900126620",2014,2015,2016,"General Electric Co.",1,"Grand List Value","Number",76541780
"Fairfield","0900126620",2014,2015,2016,"R-K Black Rock I-III",2,"Grand List Value","Number",76286593
"Fairfield","0900126620",2014,2015,2016,"Connectictu Light &  Power",3,"Grand List Value","Number",59074290
"Fairfield","0900126620",2014,2015,2016,"Lenoci Alfred Estals",4,"Grand List Value","Number",55540270
"Fairfield","0900126620",2014,2015,2016,"Aquarion Water Co",5,"Grand List Value","Number",53680330
"Fairfield","0900126620",2014,2015,2016,"United Illuminating Co.",6,"Grand List Value","Number",35054950
"Fairfield","0900126620",2014,2015,2016,"Roberts et als Properties",7,"Grand List Value","Number",25858350
"Fairfield","0900126620",2014,2015,2016,"Southern Connecticut Gas",8,"Grand List Value","Number",24339750
"Fairfield","0900126620",2014,2015,2016,"Scinto, Roberts & Assoc",9,"Grand List Value","Number",23273920
"Fairfield","0900126620",2014,2015,2016,"Jack, Bradley & Karin",10,"Grand List Value","Number",23151810
"Fairfield","0900126620",2014,2015,2017,"General Electric Co.",1,"Grand List Value","Number",76541780
"Fairfield","0900126620",2014,2015,2017,"R-K Black Rock I-III",2,"Grand List Value","Number",76286593
"Fairfield","0900126620",2014,2015,2017,"Connectictu Light &  Power",3,"Grand List Value","Number",59074290
"Fairfield","0900126620",2014,2015,2017,"Lenoci Alfred Estals",4,"Grand List Value","Number",55540270
"Fairfield","0900126620",2014,2015,2017,"Aquarion Water Co",5,"Grand List Value","Number",53680330
"Fairfield","0900126620",2014,2015,2017,"United Illuminating Co.",6,"Grand List Value","Number",35054950
"Fairfield","0900126620",2014,2015,2017,"Roberts et als Properties",7,"Grand List Value","Number",25858350
"Fairfield","0900126620",2014,2015,2017,"Southern Connecticut Gas",8,"Grand List Value","Number",24339750
"Fairfield","0900126620",2014,2015,2017,"Scinto, Roberts & Assoc",9,"Grand List Value","Number",23273920
"Fairfield","0900126620",2014,2015,2017,"Jack, Bradley & Karin",10,"Grand List Value","Number",23151810
"Fairfield","0900126620",2014,2015,2016,"General Electric Co.",1,"Percent of Net Grand List","Percent",0.7
"Fairfield","0900126620",2014,2015,2016,"R-K Black Rock I-III",2,"Percent of Net Grand List","Percent",0.7
"Fairfield","0900126620",2014,2015,2016,"Connectictu Light &  Power",3,"Percent of Net Grand List","Percent",0.54
"Fairfield","0900126620",2014,2015,2016,"Lenoci Alfred Estals",4,"Percent of Net Grand List","Percent",0.51
"Fairfield","0900126620",2014,2015,2016,"Aquarion Water Co",5,"Percent of Net Grand List","Percent",0.49
"Fairfield","0900126620",2014,2015,2016,"United Illuminating Co.",6,"Percent of Net Grand List","Percent",0.32
"Fairfield","0900126620",2014,2015,2016,"Roberts et als Properties",7,"Percent of Net Grand List","Percent",0.24
"Fairfield","0900126620",2014,2015,2016,"Southern Connecticut Gas",8,"Percent of Net Grand List","Percent",0.22
"Fairfield","0900126620",2014,2015,2016,"Scinto, Roberts & Assoc",9,"Percent of Net Grand List","Percent",0.21
"Fairfield","0900126620",2014,2015,2016,"Jack, Bradley & Karin",10,"Percent of Net Grand List","Percent",0.21
"Fairfield","0900126620",2014,2015,2017,"General Electric Co.",1,"Percent of Net Grand List","Percent",0.7
"Fairfield","0900126620",2014,2015,2017,"R-K Black Rock I-III",2,"Percent of Net Grand List","Percent",0.7
"Fairfield","0900126620",2014,2015,2017,"Connectictu Light &  Power",3,"Percent of Net Grand List","Percent",0.54
"Fairfield","0900126620",2014,2015,2017,"Lenoci Alfred Estals",4,"Percent of Net Grand List","Percent",0.51
"Fairfield","0900126620",2014,2015,2017,"Aquarion Water Co",5,"Percent of Net Grand List","Percent",0.49
"Fairfield","0900126620",2014,2015,2017,"United Illuminating Co.",6,"Percent of Net Grand List","Percent",0.32
"Fairfield","0900126620",2014,2015,2017,"Roberts et als Properties",7,"Percent of Net Grand List","Percent",0.24
"Fairfield","0900126620",2014,2015,2017,"Southern Connecticut Gas",8,"Percent of Net Grand List","Percent",0.22
"Fairfield","0900126620",2014,2015,2017,"Scinto, Roberts & Assoc",9,"Percent of Net Grand List","Percent",0.21
"Fairfield","0900126620",2014,2015,2017,"Jack, Bradley & Karin",10,"Percent of Net Grand List","Percent",0.21
"Fairfield","0900126620",2014,2015,2016,"General Electric Co.",1,"Percent of Top 10 Total Grand List","Percent",16.9
"Fairfield","0900126620",2014,2015,2016,"R-K Black Rock I-III",2,"Percent of Top 10 Total Grand List","Percent",16.85
"Fairfield","0900126620",2014,2015,2016,"Connectictu Light &  Power",3,"Percent of Top 10 Total Grand List","Percent",13.05
"Fairfield","0900126620",2014,2015,2016,"Lenoci Alfred Estals",4,"Percent of Top 10 Total Grand List","Percent",12.27
"Fairfield","0900126620",2014,2015,2016,"Aquarion Water Co",5,"Percent of Top 10 Total Grand List","Percent",11.86
"Fairfield","0900126620",2014,2015,2016,"United Illuminating Co.",6,"Percent of Top 10 Total Grand List","Percent",7.74
"Fairfield","0900126620",2014,2015,2016,"Roberts et als Properties",7,"Percent of Top 10 Total Grand List","Percent",5.71
"Fairfield","0900126620",2014,2015,2016,"Southern Connecticut Gas",8,"Percent of Top 10 Total Grand List","Percent",5.38
"Fairfield","0900126620",2014,2015,2016,"Scinto, Roberts & Assoc",9,"Percent of Top 10 Total Grand List","Percent",5.14
"Fairfield","0900126620",2014,2015,2016,"Jack, Bradley & Karin",10,"Percent of Top 10 Total Grand List","Percent",5.11
"Fairfield","0900126620",2014,2015,2017,"General Electric Co.",1,"Percent of Top 10 Total Grand List","Percent",16.9
"Fairfield","0900126620",2014,2015,2017,"R-K Black Rock I-III",2,"Percent of Top 10 Total Grand List","Percent",16.85
"Fairfield","0900126620",2014,2015,2017,"Connectictu Light &  Power",3,"Percent of Top 10 Total Grand List","Percent",13.05
"Fairfield","0900126620",2014,2015,2017,"Lenoci Alfred Estals",4,"Percent of Top 10 Total Grand List","Percent",12.27
"Fairfield","0900126620",2014,2015,2017,"Aquarion Water Co",5,"Percent of Top 10 Total Grand List","Percent",11.86
"Fairfield","0900126620",2014,2015,2017,"United Illuminating Co.",6,"Percent of Top 10 Total Grand List","Percent",7.74
"Fairfield","0900126620",2014,2015,2017,"Roberts et als Properties",7,"Percent of Top 10 Total Grand List","Percent",5.71
"Fairfield","0900126620",2014,2015,2017,"Southern Connecticut Gas",8,"Percent of Top 10 Total Grand List","Percent",5.38
"Fairfield","0900126620",2014,2015,2017,"Scinto, Roberts & Assoc",9,"Percent of Top 10 Total Grand List","Percent",5.14
"Fairfield","0900126620",2014,2015,2017,"Jack, Bradley & Karin",10,"Percent of Top 10 Total Grand List","Percent",5.11
"Fairfield","0900126620",2014,2015,2016,"General Electric Co.",1,"Percent of Total Grand List","Percent",0.69
"Fairfield","0900126620",2014,2015,2016,"R-K Black Rock I-III",2,"Percent of Total Grand List","Percent",0.69
"Fairfield","0900126620",2014,2015,2016,"Connectictu Light &  Power",3,"Percent of Total Grand List","Percent",0.54
"Fairfield","0900126620",2014,2015,2016,"Lenoci Alfred Estals",4,"Percent of Total Grand List","Percent",0.5
"Fairfield","0900126620",2014,2015,2016,"Aquarion Water Co",5,"Percent of Total Grand List","Percent",0.49
"Fairfield","0900126620",2014,2015,2016,"United Illuminating Co.",6,"Percent of Total Grand List","Percent",0.32
"Fairfield","0900126620",2014,2015,2016,"Roberts et als Properties",7,"Percent of Total Grand List","Percent",0.23
"Fairfield","0900126620",2014,2015,2016,"Southern Connecticut Gas",8,"Percent of Total Grand List","Percent",0.22
"Fairfield","0900126620",2014,2015,2016,"Scinto, Roberts & Assoc",9,"Percent of Total Grand List","Percent",0.21
"Fairfield","0900126620",2014,2015,2016,"Jack, Bradley & Karin",10,"Percent of Total Grand List","Percent",0.21
"Fairfield","0900126620",2014,2015,2017,"General Electric Co.",1,"Percent of Total Grand List","Percent",0.69
"Fairfield","0900126620",2014,2015,2017,"R-K Black Rock I-III",2,"Percent of Total Grand List","Percent",0.69
"Fairfield","0900126620",2014,2015,2017,"Connectictu Light &  Power",3,"Percent of Total Grand List","Percent",0.54
"Fairfield","0900126620",2014,2015,2017,"Lenoci Alfred Estals",4,"Percent of Total Grand List","Percent",0.5
"Fairfield","0900126620",2014,2015,2017,"Aquarion Water Co",5,"Percent of Total Grand List","Percent",0.49
"Fairfield","0900126620",2014,2015,2017,"United Illuminating Co.",6,"Percent of Total Grand List","Percent",0.32
"Fairfield","0900126620",2014,2015,2017,"Roberts et als Properties",7,"Percent of Total Grand List","Percent",0.23
"Fairfield","0900126620",2014,2015,2017,"Southern Connecticut Gas",8,"Percent of Total Grand List","Percent",0.22
"Fairfield","0900126620",2014,2015,2017,"Scinto, Roberts & Assoc",9,"Percent of Total Grand List","Percent",0.21
"Fairfield","0900126620",2014,2015,2017,"Jack, Bradley & Karin",10,"Percent of Total Grand List","Percent",0.21
"Farmington","0900327600",2014,2015,2016,"West Farms Associates",1,"Grand List Value","Number",147021140
"Farmington","0900327600",2014,2015,2016,"Dunn-Sager Affiliates",2,"Grand List Value","Number",52065860
"Farmington","0900327600",2014,2015,2016,"United Technologies",3,"Grand List Value","Number",45955654
"Farmington","0900327600",2014,2015,2016,"Connecticut Light & Power",4,"Grand List Value","Number",37435030
"Farmington","0900327600",2014,2015,2016,"Trumpf, Inc",5,"Grand List Value","Number",31726050
"Farmington","0900327600",2014,2015,2016,"Delfino, William & Thomas",6,"Grand List Value","Number",23168980
"Farmington","0900327600",2014,2015,2016,"Columbia Prop HTFD",7,"Grand List Value","Number",22705380
"Farmington","0900327600",2014,2015,2016,"Price Rite Inc",8,"Grand List Value","Number",20196840
"Farmington","0900327600",2014,2015,2016,"Brookdale Living Communities",9,"Grand List Value","Number",18604120
"Farmington","0900327600",2014,2015,2016,"NIC 13 Village Gate",10,"Grand List Value","Number",17584950
"Farmington","0900327600",2016,2017,2017,"West Farms Associates",1,"Grand List Value","Number",147147660
"Farmington","0900327600",2016,2017,2017,"Dunn-Sager Affiliates",2,"Grand List Value","Number",55905490
"Farmington","0900327600",2016,2017,2017,"United Technologies",3,"Grand List Value","Number",48915450
"Farmington","0900327600",2016,2017,2017,"CT Light &  Power",4,"Grand List Value","Number",40280580
"Farmington","0900327600",2016,2017,2017,"Trumpf, Inc",5,"Grand List Value","Number",31273130
"Farmington","0900327600",2016,2017,2017,"Delfino, William & Thomas",6,"Grand List Value","Number",23887500
"Farmington","0900327600",2016,2017,2017,"Columbia Prop HTFD",7,"Grand List Value","Number",22860660
"Farmington","0900327600",2016,2017,2017,"Price Rite Inc",8,"Grand List Value","Number",20196850
"Farmington","0900327600",2016,2017,2017,"Brookdale Living Communities",9,"Grand List Value","Number",18634880
"Farmington","0900327600",2016,2017,2017,"NIC 13 Village Gate",10,"Grand List Value","Number",17794440
"Farmington","0900327600",2014,2015,2016,"West Farms Associates",1,"Percent of Net Grand List","Percent",4.16
"Farmington","0900327600",2014,2015,2016,"Dunn-Sager Affiliates",2,"Percent of Net Grand List","Percent",1.47
"Farmington","0900327600",2014,2015,2016,"United Technologies",3,"Percent of Net Grand List","Percent",1.3
"Farmington","0900327600",2014,2015,2016,"Connecticut Light & Power",4,"Percent of Net Grand List","Percent",1.06
"Farmington","0900327600",2014,2015,2016,"Trumpf, Inc",5,"Percent of Net Grand List","Percent",0.9
"Farmington","0900327600",2014,2015,2016,"Delfino, William & Thomas",6,"Percent of Net Grand List","Percent",0.66
"Farmington","0900327600",2014,2015,2016,"Columbia Prop HTFD",7,"Percent of Net Grand List","Percent",0.64
"Farmington","0900327600",2014,2015,2016,"Price Rite Inc",8,"Percent of Net Grand List","Percent",0.57
