"Town","FIPS","Year","Year Submitted","Town Profile Year","Entry","Rank","Variable","Measure Type","Value"
"Scotland","0901567400",2016,2017,2017,"Zeigler Road Assoc",3,"Percent of Net Grand List","Percent",0.48
"Scotland","0901567400",2016,2017,2017,"Bass Farm",4,"Percent of Net Grand List","Percent",0.47
"Scotland","0901567400",2016,2017,2017,"Savino Joseph C",5,"Percent of Net Grand List","Percent",0.44
"Scotland","0901567400",2016,2017,2017,"D'Elia A Andrew & Anna Mae",6,"Percent of Net Grand List","Percent",0.44
"Scotland","0901567400",2016,2017,2017,"Passarello Pauline M & Guy T",7,"Percent of Net Grand List","Percent",0.42
"Scotland","0901567400",2016,2017,2017,"Rabon Mark",8,"Percent of Net Grand List","Percent",0.41
"Scotland","0901567400",2016,2017,2017,"Perry Russell R & Diana E",9,"Percent of Net Grand List","Percent",0.36
"Scotland","0901567400",2016,2017,2017,"Woodmansee Clark W III Trustee",10,"Percent of Net Grand List","Percent",0.35
"Scotland","0901567400",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",32.02
"Scotland","0901567400",2014,2015,2016,"Hillyand Farm Inc",2,"Percent of Top 10 Total Grand List","Percent",9.59
"Scotland","0901567400",2014,2015,2016,"Zeigler Road Assoc",3,"Percent of Top 10 Total Grand List","Percent",8.5
"Scotland","0901567400",2014,2015,2016,"De'elia A Andrew & Anna Mae",4,"Percent of Top 10 Total Grand List","Percent",7.68
"Scotland","0901567400",2014,2015,2016,"Bass Farm",5,"Percent of Top 10 Total Grand List","Percent",7.54
"Scotland","0901567400",2014,2015,2016,"Passarello Pauline & Guy",6,"Percent of Top 10 Total Grand List","Percent",7.36
"Scotland","0901567400",2014,2015,2016,"Savino Joseph",7,"Percent of Top 10 Total Grand List","Percent",7.15
"Scotland","0901567400",2014,2015,2016,"Rabon Mark",8,"Percent of Top 10 Total Grand List","Percent",6.98
"Scotland","0901567400",2014,2015,2016,"Defeo Ann",9,"Percent of Top 10 Total Grand List","Percent",6.78
"Scotland","0901567400",2014,2015,2016,"Perry Russell R & Diana E",10,"Percent of Top 10 Total Grand List","Percent",6.4
"Scotland","0901567400",2016,2017,2017,"CT Light & Power",1,"Percent of Top 10 Total Grand List","Percent",33.14
"Scotland","0901567400",2016,2017,2017,"Hillyand Farm Inc",2,"Percent of Top 10 Total Grand List","Percent",9.58
"Scotland","0901567400",2016,2017,2017,"Zeigler Road Assoc",3,"Percent of Top 10 Total Grand List","Percent",8.18
"Scotland","0901567400",2016,2017,2017,"Bass Farm",4,"Percent of Top 10 Total Grand List","Percent",8.07
"Scotland","0901567400",2016,2017,2017,"Savino Joseph C",5,"Percent of Top 10 Total Grand List","Percent",7.44
"Scotland","0901567400",2016,2017,2017,"D'Elia A Andrew & Anna Mae",6,"Percent of Top 10 Total Grand List","Percent",7.43
"Scotland","0901567400",2016,2017,2017,"Passarello Pauline M & Guy T",7,"Percent of Top 10 Total Grand List","Percent",7.08
"Scotland","0901567400",2016,2017,2017,"Rabon Mark",8,"Percent of Top 10 Total Grand List","Percent",7
"Scotland","0901567400",2016,2017,2017,"Perry Russell R & Diana E",9,"Percent of Top 10 Total Grand List","Percent",6.16
"Scotland","0901567400",2016,2017,2017,"Woodmansee Clark W III Trustee",10,"Percent of Top 10 Total Grand List","Percent",5.92
"Scotland","0901567400",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",1.82
"Scotland","0901567400",2014,2015,2016,"Hillyand Farm Inc",2,"Percent of Total Grand List","Percent",0.54
"Scotland","0901567400",2014,2015,2016,"Zeigler Road Assoc",3,"Percent of Total Grand List","Percent",0.48
"Scotland","0901567400",2014,2015,2016,"De'elia A Andrew & Anna Mae",4,"Percent of Total Grand List","Percent",0.44
"Scotland","0901567400",2014,2015,2016,"Bass Farm",5,"Percent of Total Grand List","Percent",0.43
"Scotland","0901567400",2014,2015,2016,"Passarello Pauline & Guy",6,"Percent of Total Grand List","Percent",0.42
"Scotland","0901567400",2014,2015,2016,"Savino Joseph",7,"Percent of Total Grand List","Percent",0.41
"Scotland","0901567400",2014,2015,2016,"Rabon Mark",8,"Percent of Total Grand List","Percent",0.4
"Scotland","0901567400",2014,2015,2016,"Defeo Ann",9,"Percent of Total Grand List","Percent",0.38
"Scotland","0901567400",2014,2015,2016,"Perry Russell R & Diana E",10,"Percent of Total Grand List","Percent",0.36
"Scotland","0901567400",2016,2017,2017,"CT Light & Power",1,"Percent of Total Grand List","Percent",1.92
"Scotland","0901567400",2016,2017,2017,"Hillyand Farm Inc",2,"Percent of Total Grand List","Percent",0.56
"Scotland","0901567400",2016,2017,2017,"Zeigler Road Assoc",3,"Percent of Total Grand List","Percent",0.48
"Scotland","0901567400",2016,2017,2017,"Bass Farm",4,"Percent of Total Grand List","Percent",0.47
"Scotland","0901567400",2016,2017,2017,"Savino Joseph C",5,"Percent of Total Grand List","Percent",0.43
"Scotland","0901567400",2016,2017,2017,"D'Elia A Andrew & Anna Mae",6,"Percent of Total Grand List","Percent",0.43
"Scotland","0901567400",2016,2017,2017,"Passarello Pauline M & Guy T",7,"Percent of Total Grand List","Percent",0.41
"Scotland","0901567400",2016,2017,2017,"Rabon Mark",8,"Percent of Total Grand List","Percent",0.41
"Scotland","0901567400",2016,2017,2017,"Perry Russell R & Diana E",9,"Percent of Total Grand List","Percent",0.36
"Scotland","0901567400",2016,2017,2017,"Woodmansee Clark W III Trustee",10,"Percent of Total Grand List","Percent",0.34
"Seymour","0900967610",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",9541600
"Seymour","0900967610",2014,2015,2016,"Kerite LLC",2,"Grand List Value","Number",8186910
"Seymour","0900967610",2014,2015,2016,"Janesky, Lawrence M. & Wendy S.",3,"Grand List Value","Number",8089200
"Seymour","0900967610",2014,2015,2016,"Aquarion Water Co",4,"Grand List Value","Number",7057730
"Seymour","0900967610",2014,2015,2016,"Klarides Family Associates",5,"Grand List Value","Number",6113940
"Seymour","0900967610",2014,2015,2016,"LCP Supermarkets",6,"Grand List Value","Number",5302710
"Seymour","0900967610",2014,2015,2016,"Thule Sweden",7,"Grand List Value","Number",4671020
"Seymour","0900967610",2014,2015,2016,"JV Percision Machine",8,"Grand List Value","Number",4628940
"Seymour","0900967610",2014,2015,2016,"Kerite Co",9,"Grand List Value","Number",4216240
"Seymour","0900967610",2014,2015,2016,"Shady Knoll Landlord",10,"Grand List Value","Number",4130910
"Seymour","0900967610",2016,2017,2017,"CT Light & Power",1,"Grand List Value","Number",11923660
"Seymour","0900967610",2016,2017,2017,"Janesky Lawerence M & Wendy S",2,"Grand List Value","Number",10033870
"Seymour","0900967610",2016,2017,2017,"Kerite",3,"Grand List Value","Number",8137310
"Seymour","0900967610",2016,2017,2017,"Aquarion Water Co",4,"Grand List Value","Number",6211830
"Seymour","0900967610",2016,2017,2017,"LCP Supermarkets Remander 2000 LLC",5,"Grand List Value","Number",5897500
"Seymour","0900967610",2016,2017,2017,"Klarides Family Associates LLC",6,"Grand List Value","Number",5569690
"Seymour","0900967610",2016,2017,2017,"Thule Sweden",7,"Grand List Value","Number",4686000
"Seymour","0900967610",2016,2017,2017,"The Kerite Co",8,"Grand List Value","Number",4159260
"Seymour","0900967610",2016,2017,2017,"Shady Knoll Landlord LLC",9,"Grand List Value","Number",5056500
"Seymour","0900967610",2016,2017,2017,"Micoboard Processing Inc.",10,"Grand List Value","Number",3668280
"Seymour","0900967610",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",0.77
"Seymour","0900967610",2014,2015,2016,"Kerite LLC",2,"Percent of Net Grand List","Percent",0.66
"Seymour","0900967610",2014,2015,2016,"Janesky, Lawrence M. & Wendy S.",3,"Percent of Net Grand List","Percent",0.66
"Seymour","0900967610",2014,2015,2016,"Aquarion Water Co",4,"Percent of Net Grand List","Percent",0.57
"Seymour","0900967610",2014,2015,2016,"Klarides Family Associates",5,"Percent of Net Grand List","Percent",0.5
"Seymour","0900967610",2014,2015,2016,"LCP Supermarkets",6,"Percent of Net Grand List","Percent",0.43
"Seymour","0900967610",2014,2015,2016,"Thule Sweden",7,"Percent of Net Grand List","Percent",0.38
"Seymour","0900967610",2014,2015,2016,"JV Percision Machine",8,"Percent of Net Grand List","Percent",0.38
"Seymour","0900967610",2014,2015,2016,"Kerite Co",9,"Percent of Net Grand List","Percent",0.34
"Seymour","0900967610",2014,2015,2016,"Shady Knoll Landlord",10,"Percent of Net Grand List","Percent",0.33
"Seymour","0900967610",2016,2017,2017,"CT Light & Power",1,"Percent of Net Grand List","Percent",0.99
"Seymour","0900967610",2016,2017,2017,"Janesky Lawerence M & Wendy S",2,"Percent of Net Grand List","Percent",0.84
"Seymour","0900967610",2016,2017,2017,"Kerite",3,"Percent of Net Grand List","Percent",0.68
"Seymour","0900967610",2016,2017,2017,"Aquarion Water Co",4,"Percent of Net Grand List","Percent",0.52
"Seymour","0900967610",2016,2017,2017,"LCP Supermarkets Remander 2000 LLC",5,"Percent of Net Grand List","Percent",0.49
"Seymour","0900967610",2016,2017,2017,"Klarides Family Associates LLC",6,"Percent of Net Grand List","Percent",0.46
"Seymour","0900967610",2016,2017,2017,"Thule Sweden",7,"Percent of Net Grand List","Percent",0.39
"Seymour","0900967610",2016,2017,2017,"The Kerite Co",8,"Percent of Net Grand List","Percent",0.35
"Seymour","0900967610",2016,2017,2017,"Shady Knoll Landlord LLC",9,"Percent of Net Grand List","Percent",0.42
"Seymour","0900967610",2016,2017,2017,"Micoboard Processing Inc.",10,"Percent of Net Grand List","Percent",0.31
"Seymour","0900967610",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",15.4
"Seymour","0900967610",2014,2015,2016,"Kerite LLC",2,"Percent of Top 10 Total Grand List","Percent",13.22
"Seymour","0900967610",2014,2015,2016,"Janesky, Lawrence M. & Wendy S.",3,"Percent of Top 10 Total Grand List","Percent",13.06
"Seymour","0900967610",2014,2015,2016,"Aquarion Water Co",4,"Percent of Top 10 Total Grand List","Percent",11.39
"Seymour","0900967610",2014,2015,2016,"Klarides Family Associates",5,"Percent of Top 10 Total Grand List","Percent",9.87
"Seymour","0900967610",2014,2015,2016,"LCP Supermarkets",6,"Percent of Top 10 Total Grand List","Percent",8.56
"Seymour","0900967610",2014,2015,2016,"Thule Sweden",7,"Percent of Top 10 Total Grand List","Percent",7.54
"Seymour","0900967610",2014,2015,2016,"JV Percision Machine",8,"Percent of Top 10 Total Grand List","Percent",7.47
"Seymour","0900967610",2014,2015,2016,"Kerite Co",9,"Percent of Top 10 Total Grand List","Percent",6.81
"Seymour","0900967610",2014,2015,2016,"Shady Knoll Landlord",10,"Percent of Top 10 Total Grand List","Percent",6.67
"Seymour","0900967610",2016,2017,2017,"CT Light & Power",1,"Percent of Top 10 Total Grand List","Percent",18.25
"Seymour","0900967610",2016,2017,2017,"Janesky Lawerence M & Wendy S",2,"Percent of Top 10 Total Grand List","Percent",15.36
"Seymour","0900967610",2016,2017,2017,"Kerite",3,"Percent of Top 10 Total Grand List","Percent",12.45
"Seymour","0900967610",2016,2017,2017,"Aquarion Water Co",4,"Percent of Top 10 Total Grand List","Percent",9.51
"Seymour","0900967610",2016,2017,2017,"LCP Supermarkets Remander 2000 LLC",5,"Percent of Top 10 Total Grand List","Percent",9.03
"Seymour","0900967610",2016,2017,2017,"Klarides Family Associates LLC",6,"Percent of Top 10 Total Grand List","Percent",8.52
"Seymour","0900967610",2016,2017,2017,"Thule Sweden",7,"Percent of Top 10 Total Grand List","Percent",7.17
"Seymour","0900967610",2016,2017,2017,"The Kerite Co",8,"Percent of Top 10 Total Grand List","Percent",6.37
"Seymour","0900967610",2016,2017,2017,"Shady Knoll Landlord LLC",9,"Percent of Top 10 Total Grand List","Percent",7.74
"Seymour","0900967610",2016,2017,2017,"Micoboard Processing Inc.",10,"Percent of Top 10 Total Grand List","Percent",5.61
"Seymour","0900967610",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",0.76
"Seymour","0900967610",2014,2015,2016,"Kerite LLC",2,"Percent of Total Grand List","Percent",0.65
"Seymour","0900967610",2014,2015,2016,"Janesky, Lawrence M. & Wendy S.",3,"Percent of Total Grand List","Percent",0.64
"Seymour","0900967610",2014,2015,2016,"Aquarion Water Co",4,"Percent of Total Grand List","Percent",0.56
"Seymour","0900967610",2014,2015,2016,"Klarides Family Associates",5,"Percent of Total Grand List","Percent",0.49
"Seymour","0900967610",2014,2015,2016,"LCP Supermarkets",6,"Percent of Total Grand List","Percent",0.42
"Seymour","0900967610",2014,2015,2016,"Thule Sweden",7,"Percent of Total Grand List","Percent",0.37
"Seymour","0900967610",2014,2015,2016,"JV Percision Machine",8,"Percent of Total Grand List","Percent",0.37
"Seymour","0900967610",2014,2015,2016,"Kerite Co",9,"Percent of Total Grand List","Percent",0.34
"Seymour","0900967610",2014,2015,2016,"Shady Knoll Landlord",10,"Percent of Total Grand List","Percent",0.33
"Seymour","0900967610",2016,2017,2017,"CT Light & Power",1,"Percent of Total Grand List","Percent",0.97
"Seymour","0900967610",2016,2017,2017,"Janesky Lawerence M & Wendy S",2,"Percent of Total Grand List","Percent",0.82
"Seymour","0900967610",2016,2017,2017,"Kerite",3,"Percent of Total Grand List","Percent",0.66
"Seymour","0900967610",2016,2017,2017,"Aquarion Water Co",4,"Percent of Total Grand List","Percent",0.51
"Seymour","0900967610",2016,2017,2017,"LCP Supermarkets Remander 2000 LLC",5,"Percent of Total Grand List","Percent",0.48
"Seymour","0900967610",2016,2017,2017,"Klarides Family Associates LLC",6,"Percent of Total Grand List","Percent",0.45
"Seymour","0900967610",2016,2017,2017,"Thule Sweden",7,"Percent of Total Grand List","Percent",0.38
"Seymour","0900967610",2016,2017,2017,"The Kerite Co",8,"Percent of Total Grand List","Percent",0.34
"Seymour","0900967610",2016,2017,2017,"Shady Knoll Landlord LLC",9,"Percent of Total Grand List","Percent",0.41
"Seymour","0900967610",2016,2017,2017,"Micoboard Processing Inc.",10,"Percent of Total Grand List","Percent",0.3
"Sharon","0900567960",2014,2015,2016,"Essent Healtcare of CT",1,"Grand List Value","Number",22181350
"Sharon","0900567960",2014,2015,2016,"Weatherstone Corp",2,"Grand List Value","Number",8712400
"Sharon","0900567960",2014,2015,2016,"John Jasper",3,"Grand List Value","Number",6304860
"Sharon","0900567960",2014,2015,2016,"Connecticut Light & Power",4,"Grand List Value","Number",6287590
"Sharon","0900567960",2014,2015,2016,"Herrick Road LLC",5,"Grand List Value","Number",6021100
"Sharon","0900567960",2014,2015,2016,"Fish Robert V II",6,"Grand List Value","Number",5849700
"Sharon","0900567960",2014,2015,2016,"Schwartz Michael & Barbara",7,"Grand List Value","Number",5211370
"Sharon","0900567960",2014,2015,2016,"Haje Peter & Helen",8,"Grand List Value","Number",4936900
"Sharon","0900567960",2014,2015,2016,"Sharon Country Clup",9,"Grand List Value","Number",486365
"Sharon","0900567960",2014,2015,2016,"Lion Rock Farm",10,"Grand List Value","Number",3651470
"Sharon","0900567960",2016,2017,2017,"Essent Healtcare of CT",1,"Grand List Value","Number",20740440
"Sharon","0900567960",2016,2017,2017,"CT Light & Power",2,"Grand List Value","Number",10372400
"Sharon","0900567960",2016,2017,2017,"Weatherstone Corp",3,"Grand List Value","Number",8712400
"Sharon","0900567960",2016,2017,2017,"Johns Jasper Trustee",4,"Grand List Value","Number",6525660
"Sharon","0900567960",2016,2017,2017,"Herrick Road LLC",5,"Grand List Value","Number",6021100
"Sharon","0900567960",2016,2017,2017,"Fish Robert V II",6,"Grand List Value","Number",5883000
"Sharon","0900567960",2016,2017,2017,"Schwartz Michael & Barbara",7,"Grand List Value","Number",5211370
"Sharon","0900567960",2016,2017,2017,"Sharon County Club",8,"Grand List Value","Number",5166350
"Sharon","0900567960",2016,2017,2017,"Haje Peter & Helen",9,"Grand List Value","Number",4936900
"Sharon","0900567960",2016,2017,2017,"Quella James A &",10,"Grand List Value","Number",4301450
"Sharon","0900567960",2014,2015,2016,"Essent Healtcare of CT",1,"Percent of Net Grand List","Percent",3.06
"Sharon","0900567960",2014,2015,2016,"Weatherstone Corp",2,"Percent of Net Grand List","Percent",1.2
"Sharon","0900567960",2014,2015,2016,"John Jasper",3,"Percent of Net Grand List","Percent",0.87
"Sharon","0900567960",2014,2015,2016,"Connecticut Light & Power",4,"Percent of Net Grand List","Percent",0.87
"Sharon","0900567960",2014,2015,2016,"Herrick Road LLC",5,"Percent of Net Grand List","Percent",0.83
"Sharon","0900567960",2014,2015,2016,"Fish Robert V II",6,"Percent of Net Grand List","Percent",0.81
"Sharon","0900567960",2014,2015,2016,"Schwartz Michael & Barbara",7,"Percent of Net Grand List","Percent",0.72
"Sharon","0900567960",2014,2015,2016,"Haje Peter & Helen",8,"Percent of Net Grand List","Percent",0.68
"Sharon","0900567960",2014,2015,2016,"Sharon Country Clup",9,"Percent of Net Grand List","Percent",0.07
"Sharon","0900567960",2014,2015,2016,"Lion Rock Farm",10,"Percent of Net Grand List","Percent",0.5
"Sharon","0900567960",2016,2017,2017,"Essent Healtcare of CT",1,"Percent of Net Grand List","Percent",2.79
"Sharon","0900567960",2016,2017,2017,"CT Light & Power",2,"Percent of Net Grand List","Percent",1.4
"Sharon","0900567960",2016,2017,2017,"Weatherstone Corp",3,"Percent of Net Grand List","Percent",1.17
"Sharon","0900567960",2016,2017,2017,"Johns Jasper Trustee",4,"Percent of Net Grand List","Percent",0.88
"Sharon","0900567960",2016,2017,2017,"Herrick Road LLC",5,"Percent of Net Grand List","Percent",0.81
"Sharon","0900567960",2016,2017,2017,"Fish Robert V II",6,"Percent of Net Grand List","Percent",0.79
"Sharon","0900567960",2016,2017,2017,"Schwartz Michael & Barbara",7,"Percent of Net Grand List","Percent",0.7
"Sharon","0900567960",2016,2017,2017,"Sharon County Club",8,"Percent of Net Grand List","Percent",0.7
"Sharon","0900567960",2016,2017,2017,"Haje Peter & Helen",9,"Percent of Net Grand List","Percent",0.66
"Sharon","0900567960",2016,2017,2017,"Quella James A &",10,"Percent of Net Grand List","Percent",0.58
"Sharon","0900567960",2014,2015,2016,"Essent Healtcare of CT",1,"Percent of Top 10 Total Grand List","Percent",31.85
"Sharon","0900567960",2014,2015,2016,"Weatherstone Corp",2,"Percent of Top 10 Total Grand List","Percent",12.51
"Sharon","0900567960",2014,2015,2016,"John Jasper",3,"Percent of Top 10 Total Grand List","Percent",9.05
"Sharon","0900567960",2014,2015,2016,"Connecticut Light & Power",4,"Percent of Top 10 Total Grand List","Percent",9.03
"Sharon","0900567960",2014,2015,2016,"Herrick Road LLC",5,"Percent of Top 10 Total Grand List","Percent",8.65
"Sharon","0900567960",2014,2015,2016,"Fish Robert V II",6,"Percent of Top 10 Total Grand List","Percent",8.4
"Sharon","0900567960",2014,2015,2016,"Schwartz Michael & Barbara",7,"Percent of Top 10 Total Grand List","Percent",7.48
"Sharon","0900567960",2014,2015,2016,"Haje Peter & Helen",8,"Percent of Top 10 Total Grand List","Percent",7.09
"Sharon","0900567960",2014,2015,2016,"Sharon Country Clup",9,"Percent of Top 10 Total Grand List","Percent",0.7
"Sharon","0900567960",2014,2015,2016,"Lion Rock Farm",10,"Percent of Top 10 Total Grand List","Percent",5.24
"Sharon","0900567960",2016,2017,2017,"Essent Healtcare of CT",1,"Percent of Top 10 Total Grand List","Percent",26.63
"Sharon","0900567960",2016,2017,2017,"CT Light & Power",2,"Percent of Top 10 Total Grand List","Percent",13.32
"Sharon","0900567960",2016,2017,2017,"Weatherstone Corp",3,"Percent of Top 10 Total Grand List","Percent",11.19
"Sharon","0900567960",2016,2017,2017,"Johns Jasper Trustee",4,"Percent of Top 10 Total Grand List","Percent",8.38
"Sharon","0900567960",2016,2017,2017,"Herrick Road LLC",5,"Percent of Top 10 Total Grand List","Percent",7.73
"Sharon","0900567960",2016,2017,2017,"Fish Robert V II",6,"Percent of Top 10 Total Grand List","Percent",7.55
"Sharon","0900567960",2016,2017,2017,"Schwartz Michael & Barbara",7,"Percent of Top 10 Total Grand List","Percent",6.69
"Sharon","0900567960",2016,2017,2017,"Sharon County Club",8,"Percent of Top 10 Total Grand List","Percent",6.63
"Sharon","0900567960",2016,2017,2017,"Haje Peter & Helen",9,"Percent of Top 10 Total Grand List","Percent",6.34
"Sharon","0900567960",2016,2017,2017,"Quella James A &",10,"Percent of Top 10 Total Grand List","Percent",5.52
"Sharon","0900567960",2014,2015,2016,"Essent Healtcare of CT",1,"Percent of Total Grand List","Percent",2.75
"Sharon","0900567960",2014,2015,2016,"Weatherstone Corp",2,"Percent of Total Grand List","Percent",1.08
"Sharon","0900567960",2014,2015,2016,"John Jasper",3,"Percent of Total Grand List","Percent",0.78
"Sharon","0900567960",2014,2015,2016,"Connecticut Light & Power",4,"Percent of Total Grand List","Percent",0.78
"Sharon","0900567960",2014,2015,2016,"Herrick Road LLC",5,"Percent of Total Grand List","Percent",0.75
"Sharon","0900567960",2014,2015,2016,"Fish Robert V II",6,"Percent of Total Grand List","Percent",0.73
"Sharon","0900567960",2014,2015,2016,"Schwartz Michael & Barbara",7,"Percent of Total Grand List","Percent",0.65
"Sharon","0900567960",2014,2015,2016,"Haje Peter & Helen",8,"Percent of Total Grand List","Percent",0.61
"Sharon","0900567960",2014,2015,2016,"Sharon Country Clup",9,"Percent of Total Grand List","Percent",0.06
"Sharon","0900567960",2014,2015,2016,"Lion Rock Farm",10,"Percent of Total Grand List","Percent",0.45
"Sharon","0900567960",2016,2017,2017,"Essent Healtcare of CT",1,"Percent of Total Grand List","Percent",2.51
"Sharon","0900567960",2016,2017,2017,"CT Light & Power",2,"Percent of Total Grand List","Percent",1.26
"Sharon","0900567960",2016,2017,2017,"Weatherstone Corp",3,"Percent of Total Grand List","Percent",1.05
"Sharon","0900567960",2016,2017,2017,"Johns Jasper Trustee",4,"Percent of Total Grand List","Percent",0.79
"Sharon","0900567960",2016,2017,2017,"Herrick Road LLC",5,"Percent of Total Grand List","Percent",0.73
"Sharon","0900567960",2016,2017,2017,"Fish Robert V II",6,"Percent of Total Grand List","Percent",0.71
"Sharon","0900567960",2016,2017,2017,"Schwartz Michael & Barbara",7,"Percent of Total Grand List","Percent",0.63
"Sharon","0900567960",2016,2017,2017,"Sharon County Club",8,"Percent of Total Grand List","Percent",0.63
"Sharon","0900567960",2016,2017,2017,"Haje Peter & Helen",9,"Percent of Total Grand List","Percent",0.6
"Sharon","0900567960",2016,2017,2017,"Quella James A &",10,"Percent of Total Grand List","Percent",0.52
"Shelton","0900168170",2013,2014,2016,"Scinto Robert",1,"Grand List Value","Number",226640670
"Shelton","0900168170",2013,2014,2016,"Pitney Bowes Inc.",2,"Grand List Value","Number",45525790
"Shelton","0900168170",2013,2014,2016,"United Illuminating",3,"Grand List Value","Number",44170600
"Shelton","0900168170",2013,2014,2016,"Aquarion Water Co",4,"Grand List Value","Number",37075300
"Shelton","0900168170",2013,2014,2016,"Health New of Califorina Real Estate",5,"Grand List Value","Number",33395800
"Shelton","0900168170",2013,2014,2016,"AvalonBay Communications",6,"Grand List Value","Number",30505760
"Shelton","0900168170",2013,2014,2016,"Blakeman Construction",7,"Grand List Value","Number",24280310
"Shelton","0900168170",2013,2014,2016,"RA710 Bridgeport Ave",8,"Grand List Value","Number",18473850
"Shelton","0900168170",2013,2014,2016,"Shelton Square Limited Partnership",9,"Grand List Value","Number",16756050
"Shelton","0900168170",2013,2014,2016,"BIC Consumer Products Manufacturing",10,"Grand List Value","Number",14620500
"Shelton","0900168170",2016,2017,2017,"Scinto Robert",1,"Grand List Value","Number",215370190
"Shelton","0900168170",2016,2017,2017,"United Illuminating Company",2,"Grand List Value","Number",76729000
"Shelton","0900168170",2016,2017,2017,"Avalonbay Communities",3,"Grand List Value","Number",44010090
"Shelton","0900168170",2016,2017,2017,"Aquarion Water Co",4,"Grand List Value","Number",29143780
"Shelton","0900168170",2016,2017,2017,"Pitney Bowes Inc.",5,"Grand List Value","Number",31044990
"Shelton","0900168170",2016,2017,2017,"Shelton Properties LLC",6,"Grand List Value","Number",26398750
"Shelton","0900168170",2016,2017,2017,"Shelton Square Limited Partnership",7,"Grand List Value","Number",21151830
"Shelton","0900168170",2016,2017,2017,"HN Property Owner LLC",8,"Grand List Value","Number",18689650
"Shelton","0900168170",2016,2017,2017,"RA 710 Bridgeport Avenue LLC",9,"Grand List Value","Number",17784840
"Shelton","0900168170",2016,2017,2017,"International Place LLC",10,"Grand List Value","Number",15630720
"Shelton","0900168170",2013,2014,2016,"Scinto Robert",1,"Percent of Net Grand List","Percent",5.02
"Shelton","0900168170",2013,2014,2016,"Pitney Bowes Inc.",2,"Percent of Net Grand List","Percent",1.01
"Shelton","0900168170",2013,2014,2016,"United Illuminating",3,"Percent of Net Grand List","Percent",0.98
"Shelton","0900168170",2013,2014,2016,"Aquarion Water Co",4,"Percent of Net Grand List","Percent",0.82
"Shelton","0900168170",2013,2014,2016,"Health New of Califorina Real Estate",5,"Percent of Net Grand List","Percent",0.74
"Shelton","0900168170",2013,2014,2016,"AvalonBay Communications",6,"Percent of Net Grand List","Percent",0.68
"Shelton","0900168170",2013,2014,2016,"Blakeman Construction",7,"Percent of Net Grand List","Percent",0.54
"Shelton","0900168170",2013,2014,2016,"RA710 Bridgeport Ave",8,"Percent of Net Grand List","Percent",0.41
"Shelton","0900168170",2013,2014,2016,"Shelton Square Limited Partnership",9,"Percent of Net Grand List","Percent",0.37
"Shelton","0900168170",2013,2014,2016,"BIC Consumer Products Manufacturing",10,"Percent of Net Grand List","Percent",0.32
"Shelton","0900168170",2016,2017,2017,"Scinto Robert",1,"Percent of Net Grand List","Percent",4.63
"Shelton","0900168170",2016,2017,2017,"United Illuminating Company",2,"Percent of Net Grand List","Percent",1.65
"Shelton","0900168170",2016,2017,2017,"Avalonbay Communities",3,"Percent of Net Grand List","Percent",0.95
"Shelton","0900168170",2016,2017,2017,"Aquarion Water Co",4,"Percent of Net Grand List","Percent",0.63
"Shelton","0900168170",2016,2017,2017,"Pitney Bowes Inc.",5,"Percent of Net Grand List","Percent",0.67
"Shelton","0900168170",2016,2017,2017,"Shelton Properties LLC",6,"Percent of Net Grand List","Percent",0.57
"Shelton","0900168170",2016,2017,2017,"Shelton Square Limited Partnership",7,"Percent of Net Grand List","Percent",0.45
"Shelton","0900168170",2016,2017,2017,"HN Property Owner LLC",8,"Percent of Net Grand List","Percent",0.4
"Shelton","0900168170",2016,2017,2017,"RA 710 Bridgeport Avenue LLC",9,"Percent of Net Grand List","Percent",0.38
"Shelton","0900168170",2016,2017,2017,"International Place LLC",10,"Percent of Net Grand List","Percent",0.34
"Shelton","0900168170",2013,2014,2016,"Scinto Robert",1,"Percent of Top 10 Total Grand List","Percent",46.12
"Shelton","0900168170",2013,2014,2016,"Pitney Bowes Inc.",2,"Percent of Top 10 Total Grand List","Percent",9.26
"Shelton","0900168170",2013,2014,2016,"United Illuminating",3,"Percent of Top 10 Total Grand List","Percent",8.99
"Shelton","0900168170",2013,2014,2016,"Aquarion Water Co",4,"Percent of Top 10 Total Grand List","Percent",7.54
"Shelton","0900168170",2013,2014,2016,"Health New of Califorina Real Estate",5,"Percent of Top 10 Total Grand List","Percent",6.8
"Shelton","0900168170",2013,2014,2016,"AvalonBay Communications",6,"Percent of Top 10 Total Grand List","Percent",6.21
"Shelton","0900168170",2013,2014,2016,"Blakeman Construction",7,"Percent of Top 10 Total Grand List","Percent",4.94
"Shelton","0900168170",2013,2014,2016,"RA710 Bridgeport Ave",8,"Percent of Top 10 Total Grand List","Percent",3.76
"Shelton","0900168170",2013,2014,2016,"Shelton Square Limited Partnership",9,"Percent of Top 10 Total Grand List","Percent",3.41
